p_red_cards,rater1,rater2,height,weight,position
0.011111111111111112,0.25,0.25,188.0,71.0,Defender
0.016018306636155607,0.0,0.0,180.0,74.0,Defender
0.03333333333333333,0.0,0.25,171.0,76.0,Midfielder
0.0,0.0,0.0,178.0,71.0,Midfielder
0.006289308176100629,0.25,0.25,183.0,82.0,Goalkeeper
0.0036101083032490976,0.25,0.25,171.0,66.0,Midfielder
0.005263157894736842,0.0,0.0,181.0,73.0,Goalkeeper
0.008264462809917356,0.75,1.0,188.0,76.0,Midfielder
0.004424778761061947,0.0,0.0,188.0,74.0,Defender
0.0024390243902439024,0.0,0.0,180.0,74.0,Defender
0.0037243947858473,1.0,1.0,180.0,85.0,Attacker
0.0,0.0,0.25,186.0,78.0,Goalkeeper
0.004975124378109453,0.0,0.0,190.0,84.0,Defender
0.0,0.0,0.0,193.0,82.0,Attacker
0.005865102639296188,0.75,0.75,179.0,68.0,Attacker
0.015873015873015872,0.25,0.25,180.0,74.0,Attacker
0.00816326530612245,1.0,1.0,186.0,80.0,Defender
0.0022675736961451248,0.0,0.0,176.0,83.0,Midfielder
0.0,0.75,0.75,175.0,74.0,Attacker
0.016,0.75,0.75,181.0,77.0,Midfielder
0.0,0.5,0.75,178.0,70.0,Defender
0.003484320557491289,0.0,0.0,190.0,83.0,Defender
0.0024271844660194173,0.0,0.0,178.0,76.0,Midfielder
0.0030120481927710845,0.25,0.5,191.0,82.0,Goalkeeper
0.0,0.0,0.25,186.0,82.0,Defender
0.0026954177897574125,0.0,0.0,171.0,74.0,Midfielder
0.0026455026455026454,0.0,0.25,184.0,82.0,Attacker
0.023715415019762844,0.25,0.25,178.0,71.0,Defender
0.004975124378109453,0.0,0.25,189.0,89.0,Defender
0.005780346820809248,0.0,0.0,176.0,74.0,Defender
0.004694835680751174,0.0,0.0,179.0,77.0,Midfielder
0.0,0.0,0.25,185.0,82.0,Midfielder
0.007017543859649123,0.25,0.25,187.0,76.0,Defender
0.0032258064516129032,0.25,0.25,183.0,70.0,Attacker
0.0,0.0,0.25,181.0,69.0,Midfielder
0.0,0.5,0.5,172.0,69.0,Defender
0.0,0.25,0.25,190.0,80.0,Goalkeeper
0.0,0.5,0.5,191.0,80.0,Attacker
0.0,0.0,0.25,181.0,77.0,Midfielder
0.017241379310344827,0.5,0.5,184.0,82.0,Defender
0.0,0.5,0.5,188.0,87.0,Goalkeeper
0.0026954177897574125,1.0,1.0,187.0,83.0,Defender
0.0,0.75,1.0,184.0,79.0,Goalkeeper
0.0,0.0,0.0,186.0,77.0,Midfielder
0.0,0.25,0.25,177.0,69.0,Midfielder
0.0,0.0,0.0,182.0,80.0,Midfielder
0.0,0.0,0.0,187.0,80.0,Midfielder
0.0038314176245210726,0.25,0.25,177.0,69.0,Midfielder
0.0,0.0,0.0,188.0,85.0,Midfielder
0.009933774834437087,0.25,0.5,184.0,80.0,Defender
0.0,0.25,0.5,183.0,84.0,Midfielder
0.0036231884057971015,0.0,0.0,189.0,86.0,Defender
0.0,0.25,0.25,190.0,87.0,Defender
0.0,0.0,0.0,174.0,78.0,Defender
0.005555555555555556,0.0,0.25,196.0,94.0,Goalkeeper
0.0025380710659898475,0.25,0.25,182.0,74.0,Attacker
0.0,0.75,0.75,180.0,77.0,Defender
0.0,1.0,1.0,174.0,73.0,Attacker
0.005434782608695652,0.75,0.75,188.0,87.0,Defender
0.0,0.25,0.5,183.0,76.0,Attacker
0.0,0.0,0.25,189.0,85.0,Goalkeeper
0.011594202898550725,0.25,0.25,182.0,73.0,Defender
0.0,0.5,0.5,172.0,63.0,Midfielder
0.004132231404958678,0.0,0.0,190.0,83.0,Defender
0.007751937984496124,0.0,0.25,184.0,74.0,Defender
0.005063291139240506,0.0,0.25,186.0,73.0,Goalkeeper
0.012658227848101266,0.25,0.5,173.0,69.0,Defender
0.0,0.25,0.25,173.0,67.0,Midfielder
0.0,0.0,0.0,177.0,72.0,Attacker
0.0,0.5,0.5,180.0,76.0,Midfielder
0.008968609865470852,1.0,1.0,172.0,62.0,Midfielder
0.0078125,1.0,1.0,174.0,64.0,Midfielder
0.0,0.0,0.0,193.0,85.0,Defender
0.0028011204481792717,0.5,0.5,187.0,83.0,Attacker
0.0,0.0,0.25,170.0,65.0,Midfielder
0.00125,0.0,0.0,185.0,84.0,Goalkeeper
0.010948905109489052,0.25,0.25,180.0,69.0,Attacker
0.006896551724137931,0.0,0.0,191.0,91.0,Attacker
0.0,0.0,0.0,183.0,72.0,Defender
0.0,0.0,0.25,170.0,65.0,Midfielder
0.032,0.25,0.25,181.0,77.0,Defender
0.0,0.0,0.0,178.0,74.0,Midfielder
0.013157894736842105,0.0,0.0,190.0,76.0,Goalkeeper
0.0,0.0,0.0,191.0,81.0,Goalkeeper
0.0,0.0,0.25,182.0,75.0,Defender
0.019230769230769232,0.25,0.5,179.0,70.0,Midfielder
0.0,0.25,0.0,181.0,74.0,Attacker
0.0,0.25,0.25,176.0,74.0,Midfielder
0.0,1.0,1.0,202.0,94.0,Goalkeeper
0.0,0.0,0.25,187.0,75.0,Midfielder
0.002105263157894737,0.0,0.0,186.0,82.0,Attacker
0.0,0.0,0.25,181.0,74.0,Defender
0.0,0.0,0.25,187.0,80.0,Midfielder
0.0,0.0,0.25,184.0,75.0,Midfielder
0.0,0.25,0.0,190.0,84.0,Attacker
0.0,0.0,0.0,183.0,85.0,Attacker
0.008130081300813009,0.0,0.25,174.0,63.0,Midfielder
0.0,0.25,0.5,183.0,75.0,Midfielder
0.028985507246376812,0.25,0.25,168.0,64.0,Defender
0.006622516556291391,0.5,0.5,188.0,70.0,Midfielder
0.006060606060606061,0.0,0.0,170.0,65.0,Midfielder
0.0,0.25,0.0,185.0,72.0,Midfielder
0.010101010101010102,0.0,0.0,188.0,80.0,Goalkeeper
0.008130081300813009,0.0,0.0,176.0,74.0,Midfielder
0.0,0.25,0.25,180.0,77.0,Midfielder
0.0,0.0,0.0,175.0,71.0,Midfielder
0.016666666666666666,0.0,0.0,181.0,69.0,Midfielder
0.0029850746268656717,0.0,0.0,188.0,83.0,Defender
0.0,0.0,0.25,180.0,70.0,Attacker
0.0018587360594795538,0.25,0.25,170.0,67.0,Midfielder
0.004975124378109453,0.0,0.0,191.0,74.0,Defender
0.00395778364116095,0.25,0.25,185.0,83.0,Defender
0.0,0.0,0.0,189.0,81.0,Defender
0.0,0.0,0.25,195.0,82.0,Defender
0.0,0.0,0.25,180.0,75.0,Midfielder
0.0,0.25,0.25,189.0,87.0,Goalkeeper
0.0030864197530864196,0.0,0.0,181.0,77.0,Midfielder
0.0,0.0,0.0,186.0,76.0,Midfielder
0.0035460992907801418,0.0,0.25,180.0,72.0,Attacker
0.002770083102493075,0.0,0.0,189.0,79.0,Midfielder
0.0,0.0,0.0,181.0,78.0,Defender
0.0,0.0,0.0,201.0,97.0,Defender
0.0,0.0,0.0,197.0,96.0,Defender
0.0,0.25,0.25,192.0,90.0,Goalkeeper
0.0020491803278688526,0.25,0.25,183.0,72.0,Midfielder
0.01440922190201729,0.75,0.75,186.0,89.0,Attacker
0.0,0.0,0.25,181.0,74.0,Midfielder
0.00796812749003984,0.0,0.25,186.0,82.0,Midfielder
0.004329004329004329,0.0,0.25,179.0,77.0,Attacker
0.0,0.5,0.5,177.0,72.0,Midfielder
0.0,0.0,0.0,178.0,73.0,Midfielder
0.008403361344537815,0.0,0.0,190.0,81.0,Midfielder
0.0,0.25,0.5,174.0,69.0,Midfielder
0.0,0.25,0.25,182.0,73.0,Goalkeeper
0.006072874493927126,0.25,0.25,174.0,74.0,Midfielder
0.004048582995951417,0.25,0.25,187.0,78.0,Midfielder
0.009009009009009009,0.25,0.25,179.0,77.0,Defender
0.004081632653061225,0.25,0.25,168.0,60.0,Attacker
0.012269938650306749,0.75,0.75,180.0,78.0,Defender
0.009771986970684038,0.5,0.5,178.0,81.0,Midfielder
0.01098901098901099,0.75,1.0,182.0,76.0,Attacker
0.004545454545454545,0.75,1.0,172.0,65.0,Midfielder
0.011278195488721804,0.25,0.25,183.0,75.0,Defender
0.0,0.75,0.75,178.0,84.0,Attacker
0.0,0.25,0.25,193.0,86.0,Goalkeeper
0.0,0.0,0.0,193.0,86.0,Midfielder
0.004987531172069825,0.25,0.25,185.0,78.0,Defender
0.0,0.0,0.25,186.0,76.0,Defender
0.003076923076923077,0.25,0.25,174.0,61.0,Midfielder
0.0,0.0,0.0,192.0,83.0,Defender
0.002793296089385475,0.25,0.25,182.0,73.0,Attacker
0.003968253968253968,0.25,0.25,172.0,71.0,Defender
0.0,0.25,0.25,183.0,77.0,Midfielder
0.005319148936170213,0.75,0.75,170.0,65.0,Attacker
0.002364066193853428,0.25,0.25,179.0,76.0,Midfielder
0.002785515320334262,0.25,0.25,184.0,81.0,Midfielder
0.0,0.5,0.5,173.0,64.0,Midfielder
0.013927576601671309,0.75,0.75,192.0,90.0,Defender
0.0,1.0,1.0,186.0,72.0,Defender
0.009259259259259259,0.25,0.5,182.0,70.0,Defender
0.002188183807439825,0.0,0.0,172.0,64.0,Midfielder
0.0,0.25,0.5,182.0,78.0,Midfielder
0.0,0.25,0.25,175.0,70.0,Midfielder
0.0,0.5,0.75,180.0,74.0,Attacker
0.0,0.25,0.25,167.0,70.0,Attacker
0.0033444816053511705,0.25,0.25,172.0,70.0,Defender
0.005434782608695652,0.5,0.5,180.0,76.0,Midfielder
0.0,0.0,0.0,168.0,62.0,Midfielder
0.0017006802721088435,0.0,0.0,173.0,64.0,Attacker
0.0,0.0,0.25,191.0,80.0,Goalkeeper
0.0,0.0,0.25,195.0,85.0,Goalkeeper
0.004405286343612335,0.5,0.75,193.0,89.0,Midfielder
0.0,0.0,0.0,180.0,69.0,Midfielder
0.0,0.75,0.75,180.0,75.0,Attacker
0.0,0.75,0.75,191.0,83.0,Defender
0.0,0.25,0.25,190.0,80.0,Midfielder
0.004424778761061947,0.0,0.0,183.0,75.0,Defender
0.0013850415512465374,0.0,0.0,185.0,77.0,Defender
0.02247191011235955,0.75,1.0,184.0,69.0,Defender
0.0,0.0,0.0,185.0,79.0,Attacker
0.008450704225352112,0.75,0.75,188.0,86.0,Midfielder
0.0016863406408094434,0.0,0.25,190.0,75.0,Defender
0.005714285714285714,0.0,0.0,193.0,97.0,Goalkeeper
0.004310344827586207,0.0,0.0,184.0,75.0,Defender
0.004640371229698376,0.75,0.75,179.0,82.0,Attacker
0.00211864406779661,0.25,0.25,180.0,72.0,Defender
0.0,0.5,0.5,188.0,83.0,Defender
0.017241379310344827,0.25,0.25,181.0,73.0,Attacker
0.0,0.0,0.0,176.0,67.0,Midfielder
0.00425531914893617,0.25,0.25,179.0,72.0,Defender
0.010869565217391304,0.5,0.5,172.0,74.0,Midfielder
0.0,0.5,0.5,183.0,82.0,Goalkeeper
0.0,0.75,0.75,183.0,76.0,Attacker
0.0,0.75,1.0,176.0,56.0,Midfielder
0.0,0.0,0.0,179.0,77.0,Midfielder
0.0,0.75,0.75,178.0,69.0,Midfielder
0.02631578947368421,0.25,0.5,171.0,65.0,Attacker
0.007692307692307693,0.25,0.25,186.0,78.0,Defender
0.013333333333333334,0.5,0.5,190.0,84.0,Defender
0.011764705882352941,0.0,0.0,188.0,77.0,Defender
0.006172839506172839,0.75,1.0,182.0,81.0,Attacker
0.003968253968253968,0.0,0.25,182.0,67.0,Midfielder
0.004,0.0,0.25,170.0,69.0,Defender
0.008547008547008548,0.25,0.5,184.0,80.0,Defender
0.0,0.25,0.5,189.0,87.0,Goalkeeper
0.010752688172043012,0.25,0.25,188.0,87.0,Attacker
0.011904761904761904,0.5,0.5,178.0,69.0,Midfielder
0.0,0.25,0.25,191.0,74.0,Defender
0.007518796992481203,0.0,0.0,182.0,77.0,Defender
0.0,0.0,0.0,179.0,73.0,Attacker
0.0,0.25,0.25,179.0,72.0,Midfielder
0.0,0.25,0.25,177.0,68.0,Midfielder
0.0,0.0,0.0,184.0,82.0,Defender
0.015873015873015872,0.0,0.25,185.0,82.0,Defender
0.005494505494505495,0.0,0.25,170.0,63.0,Midfielder
0.010526315789473684,0.25,0.5,191.0,80.0,Attacker
0.0,1.0,1.0,184.0,81.0,Attacker
0.0,0.5,0.75,180.0,74.0,Attacker
0.009230769230769232,0.25,0.25,170.0,66.0,Midfielder
0.0,0.25,0.5,179.0,77.0,Midfielder
0.005597014925373134,0.5,0.25,180.0,76.0,Midfielder
0.0,0.25,0.25,172.0,67.0,Defender
0.024390243902439025,0.25,0.25,176.0,68.0,Midfielder
0.0,0.25,0.25,181.0,71.0,Midfielder
0.0035211267605633804,0.25,0.25,185.0,80.0,Midfielder
0.0,0.0,0.0,192.0,87.0,Defender
0.01642710472279261,0.5,0.25,183.0,78.0,Defender
0.00273224043715847,0.0,0.0,180.0,72.0,Defender
0.0,0.5,0.75,179.0,72.0,Attacker
0.004081632653061225,0.25,0.25,179.0,70.0,Midfielder
0.0,0.25,0.5,170.0,63.0,Attacker
0.003968253968253968,0.25,0.25,183.0,82.0,Midfielder
0.0,0.0,0.0,185.0,74.0,Midfielder
0.0070921985815602835,0.0,0.25,177.0,69.0,Defender
0.0,0.25,0.25,183.0,73.0,Defender
0.0,0.0,0.0,188.0,83.0,Attacker
0.0,0.0,0.25,190.0,78.0,Midfielder
0.0,0.25,0.25,186.0,73.0,Midfielder
0.0,0.25,0.25,168.0,65.0,Attacker
0.0029585798816568047,0.25,0.25,181.0,73.0,Midfielder
0.002849002849002849,0.5,0.75,183.0,72.0,Midfielder
0.007281553398058253,0.0,0.25,186.0,79.0,Goalkeeper
0.0045045045045045045,0.5,0.75,185.0,76.0,Defender
0.006329113924050633,0.75,0.75,181.0,78.0,Attacker
0.007633587786259542,0.0,0.0,193.0,80.0,Goalkeeper
0.0033003300330033004,0.5,0.5,180.0,76.0,Attacker
0.0,0.0,0.0,186.0,78.0,Midfielder
0.009174311926605505,0.75,0.75,192.0,76.0,Midfielder
0.0,0.25,0.25,181.0,70.0,Midfielder
0.0,0.25,0.25,175.0,65.0,Attacker
0.0,0.5,0.5,183.0,76.0,Attacker
0.0,0.0,0.25,187.0,79.0,Attacker
0.017094017094017096,0.75,0.75,184.0,85.0,Midfielder
0.00911854103343465,0.25,0.25,190.0,86.0,Defender
0.0,0.25,0.25,181.0,75.0,Attacker
0.0,0.25,0.25,183.0,77.0,Attacker
0.005449591280653951,1.0,1.0,188.0,78.0,Attacker
0.0,0.0,0.0,178.0,70.0,Midfielder
0.0,0.0,0.0,181.0,76.0,Midfielder
0.0,0.0,0.0,170.0,64.0,Attacker
0.0031746031746031746,0.0,0.0,186.0,72.0,Attacker
0.005970149253731343,0.0,0.25,182.0,75.0,Attacker
0.007575757575757576,0.25,0.25,185.0,90.0,Midfielder
0.0,0.0,0.25,175.0,70.0,Midfielder
0.0,0.75,0.75,180.0,77.0,Defender
0.011494252873563218,0.0,0.0,189.0,83.0,Goalkeeper
0.01282051282051282,0.0,0.0,194.0,80.0,Midfielder
0.005555555555555556,0.25,0.25,179.0,74.0,Attacker
0.0,0.5,0.5,176.0,75.0,Defender
0.005952380952380952,0.5,0.5,178.0,64.0,Defender
0.0,0.75,0.5,175.0,69.0,Midfielder
0.006024096385542169,0.25,0.25,171.0,65.0,Midfielder
0.0196078431372549,0.25,0.25,191.0,84.0,Goalkeeper
0.0,1.0,1.0,191.0,94.0,Attacker
0.004454342984409799,0.0,0.25,186.0,78.0,Attacker
0.0,0.75,0.75,174.0,68.0,Attacker
0.01282051282051282,0.25,0.25,196.0,83.0,Goalkeeper
0.0,0.25,0.25,178.0,74.0,Midfielder
0.0,0.0,0.0,181.0,76.0,Midfielder
0.0019305019305019305,1.0,1.0,183.0,76.0,Defender
0.0,0.25,0.25,182.0,78.0,Midfielder
0.011494252873563218,0.0,0.0,184.0,79.0,Defender
0.006493506493506494,0.25,0.25,172.0,74.0,Attacker
0.0,0.75,0.75,180.0,73.0,Defender
0.0,0.0,0.5,178.0,73.0,Defender
0.007142857142857143,0.0,0.0,183.0,85.0,Defender
0.011428571428571429,0.0,0.0,185.0,78.0,Defender
0.003787878787878788,0.0,0.25,188.0,75.0,Midfielder
0.0,1.0,1.0,181.0,74.0,Defender
0.0,0.75,0.75,173.0,70.0,Midfielder
0.0,0.0,0.0,184.0,77.0,Midfielder
0.0,0.25,0.25,180.0,78.0,Midfielder
0.0,0.0,0.0,198.0,100.0,Goalkeeper
0.0,0.75,1.0,183.0,73.0,Attacker
0.0,0.0,0.0,196.0,88.0,Defender
0.0,0.25,0.25,166.0,68.0,Defender
0.0,0.25,0.25,170.0,62.0,Defender
0.012145748987854251,0.0,0.0,185.0,75.0,Defender
0.0,0.25,0.25,184.0,76.0,Goalkeeper
0.015625,0.0,0.25,178.0,76.0,Midfielder
0.0,0.25,0.25,170.0,74.0,Defender
0.008968609865470852,0.0,0.0,188.0,79.0,Goalkeeper
0.011627906976744186,0.0,0.25,188.0,81.0,Midfielder
0.006493506493506494,0.25,0.5,190.0,81.0,Defender
0.0078125,1.0,1.0,186.0,71.0,Defender
0.0,0.0,0.0,172.0,68.0,Midfielder
0.0,0.25,0.25,169.0,67.0,Midfielder
0.0,0.0,0.0,176.0,72.0,Midfielder
0.005797101449275362,0.0,0.0,177.0,64.0,Defender
0.0,0.5,0.25,188.0,81.0,Defender
0.044444444444444446,0.25,0.25,182.0,74.0,Goalkeeper
0.002008032128514056,0.0,0.0,169.0,67.0,Attacker
0.0030864197530864196,0.0,0.25,175.0,72.0,Attacker
0.0,0.25,0.25,180.0,79.0,Midfielder
0.0,0.0,0.0,195.0,94.0,Attacker
0.004878048780487805,0.0,0.0,185.0,72.0,Attacker
0.011583011583011582,0.5,0.75,184.0,66.0,Attacker
0.005988023952095809,0.25,0.5,182.0,72.0,Defender
0.0,0.0,0.0,189.0,75.0,Goalkeeper
0.0022675736961451248,1.0,1.0,184.0,75.0,Attacker
0.006968641114982578,0.25,0.25,179.0,74.0,Midfielder
0.01020408163265306,0.25,0.25,183.0,81.0,Defender
0.0,0.25,0.25,182.0,75.0,Attacker
0.013888888888888888,0.25,0.5,177.0,72.0,Midfielder
0.0,0.0,0.0,186.0,81.0,Midfielder
0.00625,0.25,0.25,178.0,78.0,Defender
0.004975124378109453,0.25,0.25,164.0,62.0,Attacker
0.010554089709762533,0.25,0.25,171.0,68.0,Midfielder
0.005025125628140704,0.0,0.25,182.0,81.0,Attacker
0.003875968992248062,0.75,0.75,187.0,80.0,Midfielder
0.0,0.0,0.0,174.0,65.0,Midfielder
0.004219409282700422,0.0,0.0,180.0,80.0,Attacker
0.0,0.0,0.25,194.0,86.0,Goalkeeper
0.0,0.25,0.25,178.0,73.0,Attacker
0.005988023952095809,0.25,0.5,184.0,80.0,Defender
0.0,0.0,0.0,190.0,84.0,Goalkeeper
0.0,0.0,0.0,184.0,78.0,Defender
0.0,0.25,0.25,183.0,78.0,Defender
0.013157894736842105,0.25,0.5,177.0,68.0,Defender
0.0,0.0,0.0,188.0,86.0,Attacker
0.0,1.0,1.0,183.0,76.0,Midfielder
0.004618937644341801,0.75,0.75,184.0,77.0,Defender
0.006329113924050633,0.0,0.25,187.0,80.0,Defender
0.008097165991902834,0.25,0.25,180.0,72.0,Midfielder
0.018518518518518517,1.0,1.0,187.0,82.0,Defender
0.005917159763313609,1.0,1.0,185.0,79.0,Attacker
0.005050505050505051,0.25,0.5,175.0,72.0,Defender
0.007067137809187279,0.0,0.25,185.0,77.0,Attacker
0.0,1.0,1.0,187.0,83.0,Attacker
0.0,0.0,0.0,189.0,87.0,Defender
0.016736401673640166,0.0,0.0,174.0,65.0,Midfielder
0.0,0.25,0.25,193.0,92.0,Goalkeeper
0.00228310502283105,0.5,0.25,176.0,80.0,Defender
0.00423728813559322,0.25,0.25,170.0,70.0,Midfielder
0.004694835680751174,0.75,1.0,184.0,77.0,Defender
0.0,0.0,0.25,189.0,85.0,Goalkeeper
0.003003003003003003,1.0,0.75,182.0,81.0,Attacker
0.005235602094240838,0.0,0.0,181.0,78.0,Defender
0.005917159763313609,0.0,0.25,188.0,76.0,Defender
0.020771513353115726,0.25,0.25,183.0,76.0,Defender
0.0,0.0,0.0,171.0,64.0,Midfielder
0.006060606060606061,0.25,0.25,184.0,71.0,Defender
0.005,0.0,0.25,188.0,80.0,Defender
0.0,0.0,0.25,194.0,85.0,Goalkeeper
0.0,0.0,0.0,174.0,73.0,Defender
0.005988023952095809,0.0,0.0,186.0,82.0,Defender
0.0,0.25,0.25,184.0,75.0,Defender
0.0038314176245210726,0.0,0.0,181.0,74.0,Defender
0.0,0.0,0.0,191.0,89.0,Midfielder
0.04,0.5,0.5,192.0,81.0,Defender
0.007858546168958742,0.25,0.5,183.0,78.0,Defender
0.0,0.25,0.25,180.0,75.0,Midfielder
0.004975124378109453,0.0,0.25,175.0,71.0,Midfielder
0.0,0.0,0.0,186.0,78.0,Midfielder
0.0,0.0,0.0,180.0,67.0,Attacker
0.003968253968253968,0.0,0.0,190.0,75.0,Defender
0.0,0.25,0.25,176.0,74.0,Attacker
0.006944444444444444,0.25,0.25,165.0,60.0,Midfielder
0.0,0.5,0.5,187.0,87.0,Defender
0.004149377593360996,0.25,0.25,184.0,76.0,Attacker
0.0,0.0,0.0,186.0,83.0,Goalkeeper
0.003968253968253968,0.75,0.75,177.0,69.0,Defender
0.00625,0.5,0.5,178.0,75.0,Defender
0.011857707509881422,1.0,1.0,189.0,88.0,Attacker
0.0,0.0,0.0,189.0,84.0,Defender
0.004694835680751174,0.0,0.5,176.0,64.0,Midfielder
0.0,0.25,0.25,189.0,88.0,Attacker
0.0035460992907801418,0.25,0.25,187.0,84.0,Attacker
0.0,0.25,0.5,188.0,80.0,Midfielder
0.0,0.0,0.25,180.0,70.0,Midfielder
0.0013850415512465374,0.25,0.25,194.0,85.0,Goalkeeper
0.007142857142857143,0.0,0.0,181.0,78.0,Midfielder
0.009389671361502348,0.0,0.25,192.0,83.0,Attacker
0.006944444444444444,0.25,0.25,189.0,75.0,Defender
0.0,0.25,0.0,170.0,63.0,Midfielder
0.0033333333333333335,0.0,0.25,181.0,82.0,Midfielder
0.0,0.25,0.25,189.0,92.0,Goalkeeper
0.0,0.25,0.25,185.0,76.0,Attacker
0.005012531328320802,0.25,0.25,185.0,70.0,Attacker
0.006172839506172839,0.25,0.25,194.0,85.0,Midfielder
0.002421307506053269,0.25,0.25,180.0,76.0,Midfielder
0.0,0.0,0.0,194.0,85.0,Defender
0.010845986984815618,0.25,0.25,184.0,80.0,Defender
0.0,0.0,0.0,185.0,73.0,Attacker
0.0,0.0,0.25,191.0,77.0,Defender
0.0,0.0,0.0,190.0,79.0,Midfielder
0.0,0.25,0.5,174.0,74.0,Defender
0.002881844380403458,0.0,0.0,191.0,81.0,Defender
0.011494252873563218,0.25,0.25,190.0,83.0,Defender
0.008298755186721992,0.5,0.5,185.0,75.0,Defender
0.0,0.0,0.0,188.0,75.0,Attacker
0.0,0.25,0.25,171.0,63.0,Midfielder
0.0,0.0,0.25,181.0,76.0,Defender
0.033707865168539325,0.25,0.25,192.0,89.0,Goalkeeper
0.0,0.25,0.25,184.0,73.0,Midfielder
0.0,0.0,0.0,170.0,61.0,Midfielder
0.002702702702702703,0.0,0.25,188.0,76.0,Midfielder
0.0,0.0,0.0,174.0,66.0,Midfielder
0.0,0.0,0.25,187.0,79.0,Defender
0.003134796238244514,0.25,0.25,192.0,90.0,Defender
0.0,0.5,0.5,188.0,84.0,Defender
0.0024154589371980675,0.0,0.25,178.0,67.0,Midfielder
0.0022988505747126436,0.25,0.25,178.0,73.0,Midfielder
0.0044444444444444444,0.0,0.25,185.0,72.0,Defender
0.0,0.0,0.0,188.0,85.0,Defender
0.0,0.25,0.25,186.0,83.0,Defender
0.0,0.0,0.0,178.0,71.0,Defender
0.012269938650306749,0.25,0.25,179.0,75.0,Defender
0.008670520231213872,0.25,0.25,193.0,86.0,Defender
0.0,0.0,0.0,167.0,58.0,Midfielder
0.004608294930875576,0.75,1.0,183.0,85.0,Midfielder
0.008620689655172414,0.0,0.0,190.0,86.0,Goalkeeper
0.0,0.25,0.25,180.0,82.0,Attacker
0.0,0.5,0.75,190.0,84.0,Attacker
0.0,0.0,0.25,186.0,76.0,Midfielder
0.009615384615384616,0.0,0.0,183.0,74.0,Midfielder
0.0056179775280898875,0.0,0.0,180.0,81.0,Midfielder
0.0,0.25,0.25,175.0,73.0,Defender
0.006329113924050633,1.0,0.75,180.0,85.0,Defender
0.004405286343612335,0.25,0.25,178.0,71.0,Midfielder
0.0,0.5,0.5,175.0,68.0,Defender
0.0,0.25,0.25,180.0,79.0,Midfielder
0.0,0.25,0.25,185.0,77.0,Defender
0.0,0.0,0.0,189.0,84.0,Defender
0.007177033492822967,0.0,0.25,183.0,76.0,Midfielder
0.0036231884057971015,0.0,0.0,179.0,69.0,Attacker
0.0,1.0,1.0,180.0,83.0,Defender
0.0,0.0,0.0,186.0,74.0,Midfielder
0.00963855421686747,0.0,0.25,188.0,76.0,Defender
0.004024144869215292,1.0,1.0,177.0,85.0,Midfielder
0.003205128205128205,0.25,0.25,170.0,70.0,Midfielder
0.005,0.5,0.75,184.0,74.0,Defender
0.0,0.0,0.25,173.0,70.0,Attacker
0.0,0.25,0.25,190.0,92.0,Goalkeeper
0.0,0.0,0.0,185.0,78.0,Defender
0.0,0.25,0.0,183.0,77.0,Midfielder
0.0035335689045936395,0.0,0.0,193.0,79.0,Defender
0.004016064257028112,0.0,0.0,184.0,76.0,Defender
0.0,0.5,0.75,177.0,71.0,Midfielder
0.023076923076923078,0.0,0.25,183.0,72.0,Midfielder
0.007462686567164179,0.25,0.25,180.0,73.0,Midfielder
0.0,0.75,0.75,186.0,76.0,Midfielder
0.001422475106685633,0.0,0.25,184.0,80.0,Goalkeeper
0.012987012987012988,0.25,0.25,177.0,72.0,Defender
0.0049504950495049506,0.25,0.25,184.0,76.0,Defender
0.005128205128205128,0.0,0.25,180.0,79.0,Midfielder
0.005277044854881266,0.0,0.0,185.0,85.0,Attacker
0.014634146341463415,0.25,0.25,193.0,93.0,Goalkeeper
0.00702576112412178,0.0,0.0,176.0,69.0,Midfielder
0.004629629629629629,0.0,0.25,190.0,79.0,Defender
0.0,0.5,0.25,178.0,75.0,Midfielder
0.0,0.0,0.0,186.0,76.0,Midfielder
0.0070921985815602835,0.25,0.25,185.0,81.0,Defender
0.005154639175257732,0.0,0.0,175.0,65.0,Midfielder
0.005305039787798408,0.0,0.25,189.0,88.0,Midfielder
